# time python3 factorization_simple.py --num_epochs=25 --batch_size=1024 --learning_rate=1e-3 --embedding_dim=128
Epoch: 0 | Loss: 1.7032 | Train Accuracy: 13.07 | Test Accuracy: 16.34
Epoch: 1 | Loss: 0.9601 | Train Accuracy: 21.59 | Test Accuracy: 24.17
Epoch: 2 | Loss: 0.7315 | Train Accuracy: 26.09 | Test Accuracy: 26.06
Epoch: 3 | Loss: 0.6597 | Train Accuracy: 27.71 | Test Accuracy: 26.84
Epoch: 4 | Loss: 0.6196 | Train Accuracy: 28.73 | Test Accuracy: 27.31
Epoch: 5 | Loss: 0.5920 | Train Accuracy: 29.49 | Test Accuracy: 27.63
Epoch: 6 | Loss: 0.5720 | Train Accuracy: 30.09 | Test Accuracy: 27.86
Epoch: 7 | Loss: 0.5569 | Train Accuracy: 30.58 | Test Accuracy: 28.00
Epoch: 8 | Loss: 0.5452 | Train Accuracy: 31.00 | Test Accuracy: 28.15
Epoch: 9 | Loss: 0.5359 | Train Accuracy: 31.34 | Test Accuracy: 28.26
Epoch: 10 | Loss: 0.5285 | Train Accuracy: 31.64 | Test Accuracy: 28.31
Epoch: 11 | Loss: 0.5223 | Train Accuracy: 31.89 | Test Accuracy: 28.39
Epoch: 12 | Loss: 0.5173 | Train Accuracy: 32.11 | Test Accuracy: 28.44
Epoch: 13 | Loss: 0.5131 | Train Accuracy: 32.30 | Test Accuracy: 28.46
Epoch: 14 | Loss: 0.5095 | Train Accuracy: 32.46 | Test Accuracy: 28.50
Epoch: 15 | Loss: 0.5065 | Train Accuracy: 32.59 | Test Accuracy: 28.52
Epoch: 16 | Loss: 0.5039 | Train Accuracy: 32.72 | Test Accuracy: 28.54
Epoch: 17 | Loss: 0.5017 | Train Accuracy: 32.83 | Test Accuracy: 28.57
Epoch: 18 | Loss: 0.4998 | Train Accuracy: 32.93 | Test Accuracy: 28.57
Epoch: 19 | Loss: 0.4981 | Train Accuracy: 33.01 | Test Accuracy: 28.59
Epoch: 20 | Loss: 0.4967 | Train Accuracy: 33.09 | Test Accuracy: 28.58
Epoch: 21 | Loss: 0.4954 | Train Accuracy: 33.14 | Test Accuracy: 28.61
Epoch: 22 | Loss: 0.4942 | Train Accuracy: 33.20 | Test Accuracy: 28.61
Epoch: 23 | Loss: 0.4932 | Train Accuracy: 33.25 | Test Accuracy: 28.64
Epoch: 24 | Loss: 0.4923 | Train Accuracy: 33.30 | Test Accuracy: 28.63
